,hotel_id,breakfast,wifi,carpark,airport,restaurant,deposit_box,baby,bar,laundry,tour,spa,pool
0,71,-1,0,0,0,0,0,0,0,0,0,0,0
1,77,-1,1,0,0,1,1,0,1,1,0,0,0
2,123,-1,1,0,1,1,1,0,0,1,1,1,1
3,143,-1,1,0,1,1,1,1,1,1,1,1,1
4,206,-1,0,0,1,1,0,0,1,1,1,0,1
5,245,-1,1,0,1,1,0,0,0,1,1,0,1
6,262,-1,0,0,1,0,0,0,0,1,1,0,0
7,331,-1,0,0,1,0,0,1,1,1,1,1,0
8,343,-1,0,0,1,1,0,0,0,0,0,0,0
9,416,-1,1,0,1,1,1,0,1,1,1,1,1
10,417,-1,0,0,0,0,0,0,0,1,0,0,0
11,446,-1,1,0,1,1,0,0,1,1,1,1,0
12,447,-1,1,0,1,1,1,0,1,1,1,1,1
13,462,-1,1,0,1,1,1,1,1,1,1,1,0
14,662,-1,0,0,1,0,0,1,1,1,1,1,0
15,695,-1,0,0,1,0,0,1,1,1,1,1,0
16,707,-1,1,0,1,1,1,0,1,1,1,0,1
17,765,-1,1,0,0,1,0,0,0,1,1,0,0
18,769,-1,1,0,1,1,1,0,1,1,1,0,0
19,953,-1,1,0,1,0,0,0,0,1,1,0,0
20,959,-1,0,0,0,0,0,0,0,0,0,0,0
21,1087,-1,0,0,0,1,1,0,1,1,1,1,1
22,1106,-1,0,0,1,1,1,1,1,1,1,1,1
23,1262,-1,0,0,1,1,1,0,1,1,1,1,1
24,1400,-1,1,0,1,1,1,0,0,1,1,0,0
25,1525,-1,1,0,1,0,0,0,0,1,0,0,0
26,1551,-1,0,0,1,0,0,0,0,1,1,0,0
27,1784,-1,0,0,1,0,0,1,0,1,1,0,0
28,1878,-1,1,0,1,1,0,0,1,1,1,1,1
29,1926,-1,0,0,1,0,0,0,0,1,1,0,0
30,1954,-1,0,0,0,0,0,0,0,1,0,0,0
31,1988,-1,0,0,1,0,0,0,1,1,1,0,1
32,2041,-1,1,0,1,1,0,0,0,1,1,0,1
33,2114,-1,1,0,1,1,0,0,0,1,1,0,0
34,2144,-1,1,0,0,1,1,0,1,1,1,0,0
35,2269,-1,1,0,1,1,1,0,0,1,1,0,0
36,2350,-1,1,0,0,1,1,0,0,0,0,0,0
37,2376,-1,1,0,1,1,1,0,0,0,0,0,0
38,2431,-1,1,0,1,1,1,0,0,1,1,0,0
39,2451,-1,1,0,1,0,0,0,0,1,1,0,0
40,2461,-1,0,0,1,1,1,0,1,1,1,1,1
41,2636,-1,0,0,1,0,0,0,0,1,1,0,0
42,2649,-1,1,0,0,1,0,0,0,0,0,0,0
43,2665,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
44,2677,-1,1,0,0,1,1,0,0,1,0,0,0
45,2691,-1,1,0,1,0,1,1,0,1,1,1,0
46,2772,-1,0,0,0,0,0,0,0,0,0,0,0
47,2852,-1,1,0,1,0,0,0,0,1,1,0,0
48,2918,-1,0,0,0,0,0,0,0,1,0,0,0
49,2929,-1,0,0,1,0,0,0,1,1,1,0,1
50,2942,-1,1,0,0,0,0,0,0,0,1,0,0
51,2984,-1,1,0,1,1,1,1,0,1,1,0,1
52,3026,-1,1,1,0,1,0,-1,0,1,1,0,-1
53,3062,-1,1,0,0,1,1,1,1,1,1,0,0
54,3106,-1,1,0,1,1,1,0,0,1,1,0,1
55,3160,-1,1,0,0,0,0,0,0,1,0,0,0
56,3191,-1,1,0,1,0,0,0,0,1,0,0,0
57,3192,-1,1,0,1,0,0,0,0,1,0,0,0
58,3266,-1,0,0,1,1,0,0,0,1,1,0,0
59,3295,-1,1,0,1,0,0,1,0,1,1,0,0
60,3315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
61,3317,-1,0,0,1,1,1,0,1,1,1,1,1
62,3361,-1,0,0,1,0,0,0,0,1,1,0,0
63,3368,-1,0,0,0,0,0,0,0,0,0,0,0
64,3452,-1,1,0,1,0,0,0,0,1,0,0,0
65,3477,-1,1,0,1,1,0,0,0,1,1,0,1
66,3544,-1,1,0,1,0,0,0,0,1,0,0,0
67,3565,-1,0,0,0,0,0,0,0,0,0,0,0
68,3578,-1,1,0,1,0,0,0,0,1,0,0,0
69,3604,-1,1,0,1,0,0,0,0,1,1,0,0
70,3617,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
71,3966,-1,1,0,0,1,0,0,0,1,0,0,0
72,4217,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
73,4273,-1,0,0,0,0,0,0,0,0,0,0,0
74,4282,-1,1,0,1,1,0,0,0,1,1,0,0
75,4352,-1,0,0,1,0,0,0,0,1,1,0,0
76,4452,-1,0,0,0,1,0,0,0,1,0,0,0
77,4455,-1,1,0,1,0,0,0,0,1,1,0,0
78,4501,-1,1,0,0,0,0,0,0,0,0,0,0
79,4516,-1,1,0,1,1,1,0,0,1,1,0,0
80,4539,-1,0,0,1,1,1,0,0,1,1,0,0
81,4567,-1,0,0,0,0,0,0,0,0,0,0,0
82,4578,-1,1,0,1,0,0,0,0,1,0,0,0
83,4711,-1,1,0,1,0,0,0,0,1,0,0,0
84,4718,-1,1,0,0,1,1,0,0,1,0,0,0
85,4750,-1,0,0,1,0,0,0,0,1,1,0,0
86,4825,-1,1,0,0,0,0,0,0,1,1,0,0
87,4966,-1,0,0,1,0,0,0,0,1,1,0,0
88,5077,-1,0,0,0,0,0,0,0,0,0,0,0
89,5268,-1,0,0,0,0,0,0,0,1,0,0,0
90,5873,-1,1,0,1,1,0,0,0,1,1,0,0
91,5909,-1,0,0,0,0,0,0,0,0,0,0,0
92,5937,-1,1,0,0,0,0,0,0,1,0,0,0
93,6155,-1,0,0,0,0,0,0,0,0,0,0,0
94,6265,-1,1,0,1,0,0,0,0,1,1,0,0
95,6391,-1,1,0,1,1,1,0,0,1,1,0,0
96,6410,-1,0,0,0,0,0,0,0,0,0,0,0
97,6949,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
98,6986,-1,0,0,0,1,1,0,0,0,0,0,0
99,7045,-1,1,0,0,0,0,0,0,1,0,0,0
100,7046,-1,1,0,1,0,0,0,0,1,1,0,0
101,7064,-1,0,0,1,1,1,0,0,1,1,0,0
102,7131,-1,1,0,1,1,1,0,0,1,-1,-1,-1
103,7589,-1,1,0,0,0,0,0,0,1,0,0,0
104,7919,-1,1,0,0,1,0,0,0,0,0,0,0
105,8721,-1,0,0,0,0,0,0,0,0,0,0,0
106,8722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
107,8725,-1,0,0,1,1,0,0,0,0,0,0,0
108,8728,-1,0,0,0,0,0,0,0,0,0,0,0
109,8729,-1,1,0,1,0,1,0,0,1,1,0,0
110,8734,-1,0,0,0,0,0,0,0,0,0,0,0
111,8735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
112,8737,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
113,8739,-1,0,0,0,0,0,0,0,0,0,0,0
114,8918,-1,1,0,1,0,0,0,0,1,1,0,0
115,8919,-1,0,0,1,0,0,0,0,1,1,0,0
116,9703,-1,1,0,1,1,1,1,1,1,0,1,1
117,9810,-1,-1,1,-1,-1,1,-1,1,1,1,1,1
118,9869,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
119,9893,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120,21653,-1,1,0,0,0,0,0,0,1,0,0,0
121,21662,-1,1,0,1,0,0,0,0,1,1,0,0
122,21673,-1,1,0,0,0,0,0,0,0,0,0,0
123,22166,-1,0,0,1,0,0,0,0,1,0,0,0
124,22199,-1,0,0,1,1,0,0,1,1,1,0,1
125,22343,-1,0,0,1,0,0,0,1,1,1,0,0
126,22380,-1,1,0,0,0,0,0,0,0,0,0,0
127,22536,-1,0,0,1,0,0,0,0,1,0,0,0
128,22732,-1,-1,1,-1,-1,1,1,1,1,1,1,-1
129,22741,-1,0,0,0,0,0,0,0,0,0,0,0
130,22774,-1,0,0,1,1,1,0,0,1,1,0,0
131,23047,-1,1,0,1,0,1,0,0,1,1,0,0
132,23228,-1,0,0,1,1,1,0,0,1,1,0,0
133,23341,-1,0,0,1,1,0,0,0,1,1,0,1
134,23411,-1,1,0,1,1,1,0,1,1,1,0,1
135,23418,-1,0,0,0,0,0,0,0,0,0,0,0
136,23518,-1,0,0,0,0,0,0,0,0,0,0,0
137,23699,-1,1,0,1,1,1,0,0,1,1,0,0
138,29475,-1,1,0,1,1,1,0,0,1,1,0,0
139,29483,-1,0,0,1,0,0,0,0,1,0,0,0
140,29514,-1,1,0,1,1,1,0,0,1,1,0,0
141,29672,-1,0,0,0,0,0,0,0,0,0,0,0
142,29676,-1,0,0,1,0,0,0,0,1,1,0,0
143,41168,-1,1,0,1,1,0,0,0,1,1,0,0
144,41169,-1,1,0,0,1,1,0,1,1,1,0,0
145,41171,-1,1,0,0,1,1,0,1,1,0,0,0
146,41172,-1,1,0,1,0,0,0,0,1,0,0,0
147,41175,-1,1,0,1,0,0,0,0,1,1,0,0
148,41176,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
149,41177,-1,1,0,1,0,0,0,1,1,1,0,0
150,41178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
151,41180,-1,1,0,1,0,0,0,0,1,1,0,0
152,41181,-1,1,0,0,0,0,0,0,1,0,0,0
153,41182,-1,1,0,1,1,0,0,0,1,1,0,0
154,41183,-1,1,0,1,1,0,0,0,1,1,0,1
155,41184,-1,1,0,1,0,1,0,0,1,1,0,0
156,41186,-1,1,0,1,1,0,0,0,1,1,0,0
157,41187,-1,1,0,1,1,0,0,0,1,1,0,0
158,41189,-1,1,0,0,1,0,0,0,0,1,0,0
159,41190,-1,1,0,1,0,0,0,0,1,1,0,0
160,41191,-1,1,0,1,1,0,0,0,1,1,0,0
161,41192,-1,1,0,0,0,0,0,0,1,0,0,0
162,41193,-1,1,0,1,1,0,0,1,1,1,0,0
163,41194,-1,1,0,0,0,0,0,0,1,1,0,0
164,41195,-1,1,0,1,0,0,0,0,1,0,0,0
165,41197,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
166,41198,-1,1,0,0,1,1,0,1,1,1,0,0
167,41200,-1,1,0,1,1,1,1,1,1,1,1,1
168,41201,-1,1,0,1,0,0,0,1,1,1,0,0
169,41202,-1,1,0,1,1,0,0,0,1,1,0,0
170,41204,-1,1,0,1,0,0,0,0,1,0,0,0
171,41206,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
172,41207,-1,1,0,1,0,1,0,0,1,1,0,0
173,41209,-1,1,0,0,0,0,0,0,1,0,0,0
174,41211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
175,41212,-1,1,0,0,0,0,0,0,0,0,0,0
176,41213,-1,1,0,1,0,0,0,0,1,1,0,0
177,41215,-1,1,0,1,0,0,0,0,1,0,0,0
178,41217,-1,1,0,1,0,0,0,0,1,1,0,0
179,41218,-1,1,0,1,1,1,0,0,1,0,0,0
180,41220,-1,1,0,0,0,0,0,0,0,0,0,0
181,41223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
182,41224,-1,1,0,1,0,0,0,0,1,0,0,0
183,41225,-1,1,0,1,0,0,0,0,1,1,0,0
184,41226,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
185,41228,-1,1,0,0,0,0,0,0,1,0,0,0
186,41229,-1,1,1,1,1,0,-1,0,1,1,0,-1
187,41230,-1,0,0,0,1,1,0,0,1,1,0,0
188,41231,-1,1,0,1,1,1,0,0,1,1,0,0
189,41232,-1,1,0,1,1,0,0,0,1,1,0,1
190,41234,-1,0,0,0,0,0,0,0,0,0,0,0
191,41235,-1,-1,1,-1,-1,1,-1,-1,1,1,1,-1
192,41236,-1,1,0,1,0,0,0,0,1,0,0,0
193,41237,-1,1,0,1,1,1,0,0,1,1,0,0
194,41238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
195,41239,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
196,41240,-1,1,0,1,0,0,1,0,1,1,0,0
197,41241,-1,1,0,1,0,0,0,0,1,0,0,0
198,41243,-1,-1,1,1,0,0,-1,0,1,1,0,-1
199,41245,-1,1,0,1,0,0,0,1,1,1,0,0
200,41247,-1,1,0,1,0,0,0,0,1,1,0,0
201,41248,-1,1,0,0,0,0,0,0,1,0,0,0
202,41249,-1,1,0,1,0,0,0,0,1,1,0,0
203,41250,-1,1,0,1,1,0,0,0,1,1,0,0
204,41254,-1,1,0,1,0,0,0,0,1,1,0,0
205,41255,-1,1,0,1,0,1,0,0,1,1,0,0
206,41258,-1,0,0,0,0,0,0,0,0,0,0,0
207,41261,-1,1,0,1,0,0,0,0,1,1,0,0
208,41269,-1,1,0,0,0,0,0,0,1,0,0,0
209,41275,-1,1,0,1,0,0,0,0,1,1,0,0
210,41279,-1,1,0,0,0,0,0,0,1,1,1,-1
211,41280,-1,1,0,0,0,0,0,0,1,0,0,0
212,41282,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
213,41284,-1,1,0,1,0,0,1,0,1,1,0,0
214,41288,-1,1,0,0,1,1,0,0,1,0,0,0
215,41289,-1,1,0,1,0,0,0,0,1,0,0,0
216,41295,-1,0,0,1,1,1,0,1,1,1,1,1
217,41298,-1,1,0,1,0,0,0,0,1,1,0,0
218,41300,-1,1,0,0,0,0,0,0,1,0,0,0
219,41303,-1,0,0,0,0,0,0,0,0,0,0,0
220,41304,-1,1,0,1,0,0,0,0,1,1,0,0
221,41306,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
222,41309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
223,41312,-1,1,0,1,0,0,0,0,1,1,0,0
224,41314,-1,1,0,0,0,0,0,0,0,0,0,0
225,41317,-1,1,0,1,0,0,0,0,1,1,0,0
226,41318,-1,1,0,1,1,1,1,1,1,0,1,1
227,41319,-1,1,0,0,0,0,0,0,0,0,0,0
228,41325,-1,1,0,0,0,0,-1,0,0,0,0,-1
229,41329,-1,1,0,1,0,0,0,0,1,1,0,0
230,41330,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1
231,41334,-1,0,0,0,0,0,0,0,0,0,0,0
232,41335,-1,1,0,1,0,0,0,0,1,1,0,0
233,41337,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
234,41341,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
235,41342,-1,0,0,0,0,0,0,0,1,1,0,0
236,41345,-1,0,0,0,0,0,0,0,1,1,0,0
237,41348,-1,1,0,1,0,0,0,0,0,0,0,0
238,41349,-1,-1,1,-1,-1,1,-1,-1,1,1,1,-1
239,44241,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
240,44965,-1,1,0,0,0,0,0,0,1,1,0,0
241,45547,-1,0,0,0,0,0,0,0,0,0,0,0
242,45571,-1,1,0,1,1,1,1,1,1,1,1,1
243,45589,-1,1,0,0,1,1,0,1,1,0,0,0
244,45757,-1,1,0,1,0,1,0,0,1,1,0,0
245,45759,-1,1,0,1,0,1,0,1,1,1,0,0
246,45970,-1,1,0,0,1,0,0,0,1,1,0,0
247,45972,-1,1,0,0,0,0,0,0,1,-1,-1,-1
248,45991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
249,46035,-1,1,0,1,0,0,0,0,1,1,0,0
250,46049,-1,1,0,0,0,0,-1,0,0,0,0,-1
251,46089,-1,1,0,0,0,0,0,0,1,1,0,0
252,46102,-1,0,0,0,1,1,1,1,1,1,1,1
253,46209,-1,0,0,1,1,1,0,0,1,1,0,0
254,46551,-1,1,0,1,0,1,0,0,1,1,0,0
255,46572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
256,46736,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
257,46771,-1,1,0,1,0,0,0,0,1,0,0,0
258,46779,-1,0,0,0,0,0,0,0,1,1,1,0
259,46791,-1,1,0,1,0,0,0,1,1,1,0,0
260,46813,-1,0,0,0,0,0,0,0,1,1,0,0
261,46814,-1,1,0,1,0,0,0,0,1,1,0,0
262,46882,-1,1,0,0,0,0,0,0,1,1,0,0
263,47176,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
264,47187,-1,1,0,0,0,0,0,0,0,0,0,0
265,47201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
266,47288,-1,1,0,0,0,0,0,0,1,1,0,0
267,47505,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
268,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
269,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1
270,39,-1,-1,1,-1,1,1,-1,1,1,1,1,1
271,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
272,130,-1,0,0,0,0,0,0,0,0,0,0,0
273,173,-1,0,0,1,1,0,0,1,1,1,0,1
274,201,-1,0,0,0,0,0,0,0,0,0,0,0
275,280,-1,0,0,0,1,0,0,0,0,0,0,0
276,286,-1,0,0,1,1,0,0,0,1,1,1,1
277,298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
278,332,-1,1,0,0,1,1,0,1,1,1,0,1
279,372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
280,393,-1,1,0,1,1,1,0,1,1,-1,-1,-1
281,415,-1,1,0,0,1,1,0,1,1,-1,-1,-1
282,430,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
283,436,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
284,477,-1,0,0,1,0,1,0,0,0,0,0,0
285,482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
286,506,-1,0,0,0,1,0,0,0,0,-1,-1,-1
287,538,-1,1,0,1,1,1,0,1,1,1,-1,1
288,552,-1,1,0,1,1,1,1,1,1,1,0,1
289,554,-1,1,0,1,1,1,0,0,1,1,0,0
290,619,-1,0,0,0,0,0,0,0,0,0,0,0
291,642,-1,0,0,0,1,1,0,0,0,-1,-1,-1
292,680,-1,1,0,1,1,1,0,1,1,1,0,0
293,692,-1,0,0,0,0,0,0,0,0,0,0,0
294,747,-1,0,0,0,1,1,0,0,0,0,0,0
295,842,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
296,848,-1,-1,1,-1,1,1,-1,1,1,1,-1,1
297,868,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1
298,869,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
299,910,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
300,963,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
301,1002,-1,0,0,0,0,0,0,0,0,0,0,0
302,1035,-1,-1,1,-1,1,1,-1,-1,1,1,-1,1
303,1073,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
304,1091,-1,1,0,1,1,1,0,1,1,1,1,1
305,1092,-1,1,0,1,0,0,0,0,1,0,0,0
306,1304,-1,1,0,0,1,1,0,1,1,1,0,0
307,1323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
308,1357,-1,1,0,1,1,1,1,1,1,1,1,1
309,1431,-1,1,0,1,1,1,0,1,1,1,0,0
310,1435,-1,1,0,1,1,1,0,0,0,0,0,0
311,1488,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0
312,1489,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1
313,1516,-1,0,0,0,0,0,0,0,0,0,0,0
314,1584,-1,0,0,0,0,0,0,0,0,0,0,0
315,1600,-1,0,0,0,0,0,0,0,0,0,0,0
316,1721,-1,1,0,1,1,0,0,1,1,-1,-1,-1
317,1777,-1,0,0,0,1,1,0,1,1,1,1,1
318,1782,-1,1,0,1,1,1,0,0,1,1,0,0
319,1900,-1,0,0,0,0,0,0,0,0,0,0,0
320,1984,-1,1,0,1,1,1,0,1,1,1,1,1
321,2049,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1
322,2085,-1,1,0,1,1,1,0,0,1,1,0,0
323,2092,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0
324,2096,-1,1,0,1,0,0,1,1,1,1,0,0
325,2126,-1,1,0,0,1,0,0,1,1,1,1,0
326,2353,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
327,2384,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
328,2481,-1,1,0,1,0,0,0,0,1,1,0,0
329,2510,-1,0,0,0,0,0,0,0,0,0,0,0
330,2533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
331,2571,-1,0,0,0,0,0,0,0,0,-1,-1,-1
332,2689,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
333,2712,-1,0,0,0,1,0,0,0,0,0,0,0
334,2820,-1,1,0,1,1,0,0,0,1,1,0,1
335,2965,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1
336,3002,-1,0,0,0,0,0,0,0,0,0,0,0
337,3007,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
338,3074,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
339,3095,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
340,3199,-1,0,0,0,0,0,0,0,0,-1,-1,-1
341,3217,-1,-1,-1,-1,-1,1,-1,-1,1,0,0,0
342,3277,-1,1,0,0,0,0,1,0,1,1,0,0
343,3399,-1,1,0,1,1,1,0,1,1,1,1,1
344,3486,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
345,3542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
346,3595,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
347,3665,-1,0,0,0,0,0,0,0,0,-1,-1,-1
348,3724,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1
349,3746,-1,1,0,1,0,0,0,0,0,-1,-1,-1
350,3887,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
351,3943,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1
352,4031,-1,0,0,0,1,0,0,0,1,1,0,0
353,4039,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
354,4044,-1,0,0,0,0,0,0,0,0,0,0,0
355,4076,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
356,4189,-1,0,0,1,1,0,0,0,1,1,0,0
357,4201,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
358,4202,-1,0,0,0,0,0,0,0,0,0,0,0
359,4231,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
360,4268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
361,4271,-1,0,0,0,0,0,0,0,0,0,0,0
362,4298,-1,0,0,0,0,0,0,0,0,0,0,0
363,4366,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
364,4448,-1,0,0,0,0,0,0,0,0,1,-1,1
365,4451,-1,0,0,0,1,1,0,0,1,1,1,1
366,4621,-1,0,0,1,0,1,0,0,0,0,0,0
367,4660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
368,4667,-1,0,0,0,1,0,0,0,0,-1,-1,-1
369,4760,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
370,4807,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1
371,4859,-1,1,0,1,1,0,0,0,1,1,0,1
372,4954,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
373,5014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
374,5799,-1,1,0,1,1,1,0,1,1,1,1,1
375,5868,-1,0,0,0,0,0,0,0,0,0,0,0
