,hotel_id,clean_score,meal_score,location_score,sleep_score,room_score,service_score,facility_score,overall_score
702,44210,9.5,-1,8.8,9,9,9.8,9.6,9.3
703,44211,-1,-1,-1,-1,-1,-1,-1,-1
704,44213,10,8,8.5,10,-1,9,-1,-1
705,44734,9.6,-1,9,-1,9.4,10,9,9.5
706,44735,8.8,7.7,8.9,8.7,-1,8.3,-1,8.7
707,44736,-1,-1,-1,-1,-1,-1,-1,10
708,44737,9.3,8.7,8.5,9.1,-1,9,-1,8.6
709,44739,-1,-1,-1,-1,-1,-1,-1,8
710,44740,-1,-1,-1,-1,-1,-1,-1,9
711,44746,7.7,8,7.7,7.7,-1,7.7,-1,8
712,45078,9.2,8,7.8,9.3,-1,8.8,7.9,8.3
713,45292,8.8,8.2,8.4,8.7,-1,8.7,-1,8.6
714,45445,-1,-1,-1,-1,-1,-1,-1,9.1
715,45527,8.6,-1,8.2,8.5,-1,8.3,7.6,7.9
716,45534,-1,-1,-1,-1,-1,-1,-1,6.6
717,45545,9.7,-1,8.7,9.6,9.6,9.6,9.4,9.3
718,45635,9.4,8.5,8.7,9.3,-1,9.1,-1,9
719,45652,9.4,8.5,8.7,9.3,-1,9.1,-1,9
720,45734,-1,-1,-1,-1,-1,-1,-1,-1
721,45815,9.2,8.9,8.7,8.8,-1,8.8,-1,8.7
722,45867,10,-1,9.5,10,10,10,10,9.9
723,45874,-1,-1,-1,-1,-1,-1,-1,-1
724,45996,-1,-1,-1,-1,-1,-1,-1,-1
725,46304,9.1,-1,7.4,-1,-1,9,8.9,7.7
726,46310,-1,-1,-1,-1,-1,-1,-1,-1
727,46331,-1,-1,-1,-1,-1,-1,-1,-1
728,46382,6,6,6,6,-1,6,-1,-1
729,46384,-1,-1,-1,-1,-1,-1,-1,10
730,46429,-1,-1,-1,-1,-1,-1,-1,-1
731,46503,9.4,-1,8.4,9.8,-1,9.6,8.4,9.2
732,46508,-1,-1,-1,-1,-1,-1,-1,2
733,46564,-1,-1,-1,-1,-1,-1,-1,8
734,46580,-1,-1,-1,-1,-1,-1,-1,-1
735,46593,-1,-1,-1,-1,-1,-1,-1,2
736,46599,-1,-1,-1,-1,-1,-1,-1,-1
737,46785,10,-1,10,9,-1,8,-1,8
738,46792,-1,-1,-1,-1,-1,-1,-1,-1
739,46795,8,-1,9,8,-1,8,-1,8.1
740,46875,7.8,-1,8.7,7.4,-1,7.2,-1,8
741,46934,8.4,-1,8.8,-1,-1,8.8,8.4,8.6
742,46937,8.3,8.8,7.1,8,-1,7.8,-1,7.3
743,47027,8.9,8,8.2,8.2,-1,8,-1,7.3
744,47067,-1,-1,-1,-1,-1,-1,-1,-1
745,47091,9.2,-1,7.5,8.8,-1,8.3,-1,8.5
746,47113,-1,-1,-1,-1,-1,-1,-1,-1
747,47163,7.3,-1,7,-1,-1,7.3,5.8,7
748,47217,-1,-1,-1,-1,-1,-1,-1,-1
749,47245,-1,-1,-1,-1,-1,-1,-1,-1
750,47303,-1,-1,-1,-1,-1,-1,-1,8
751,47364,-1,-1,-1,-1,-1,-1,-1,-1
752,47462,9.3,-1,8.6,9.7,-1,9.6,8.7,9.2
753,47468,7.3,-1,7,-1,-1,7.3,5.8,7
754,47474,-1,-1,-1,-1,-1,-1,-1,-1
755,47546,-1,-1,-1,-1,-1,-1,-1,7.5
756,47561,-1,-1,-1,-1,-1,-1,-1,10
757,47564,7.7,8,7.7,8,7.5,7.7,7.5,7.4
758,47586,-1,-1,-1,-1,-1,-1,-1,-1
759,47588,8.4,8,8.1,8,9.3,8.6,8.9,8.1
760,47617,9.3,-1,8.8,9.1,9.1,9.2,9,8.8
761,47651,8.3,-1,8,-1,8,8.9,7.6,8.1
762,56,6,-1,9.1,-1,6,5.4,5.2,6.3
763,116,6.3,-1,6.1,-1,5.2,5.7,6.4,5.9
764,170,7.4,-1,7.4,-1,7.6,7.5,6.7,7.2
765,367,-1,-1,-1,-1,-1,-1,-1,6.4
766,519,10,8,8,10,-1,10,-1,6
767,643,6.4,7.6,8,7.7,5.5,6.5,5.3,6
768,715,6.7,6.7,7.8,6.5,6.5,6.4,6,6.8
769,776,8,7.3,8,8.4,-1,8.2,-1,8.4
770,875,8.3,8,8.5,8.6,7.3,8.3,7.8,8
771,1118,8.6,8.3,8.4,8.2,-1,7.8,-1,7.9
772,1244,7.1,-1,8.4,-1,7.2,7.3,6.1,6.8
773,1249,8.3,8,8.4,7.6,-1,7.5,-1,7.8
774,1279,6.8,-1,7.2,-1,7.2,7.1,6.1,7
775,1352,8,8.4,7.7,8,8.2,7.9,7,7.8
776,1375,7.5,7.1,8.7,8.1,7.9,7.3,6.5,7.5
777,1387,6.9,-1,8,-1,6.5,7.1,6.6,7.2
778,1666,10,10,10,10,-1,10,-1,-1
779,1685,6.5,-1,7.7,-1,5.4,6.6,5.7,5.1
780,1788,7,5.3,7.9,6.4,7.2,7,6.1,7.1
781,2418,-1,-1,-1,-1,-1,-1,-1,-1
782,2656,7.9,8,8.5,8,7.5,8.3,7.3,7.4
783,2662,-1,-1,-1,-1,-1,-1,-1,2
784,2760,-1,-1,-1,-1,-1,-1,-1,10
785,2790,7.9,-1,9.1,7.9,7.9,8.2,7.7,8
786,2822,7.1,8,7.7,8,-1,8,-1,7.7
787,2871,8.1,-1,8.8,7.9,-1,7.8,-1,8
788,3227,-1,-1,-1,-1,-1,-1,-1,-1
789,3325,5.8,-1,7.5,5,-1,5.6,-1,5.3
790,3396,7.5,7.5,7.5,7.5,-1,7.5,-1,7.5
791,3451,7.3,-1,9.1,10,7.5,7.9,5.9,7.6
792,3532,-1,-1,-1,-1,-1,-1,-1,9
793,3605,5.8,-1,7,8,-1,6.1,4,6.4
794,3709,8,8.7,8.4,8,-1,7.6,-1,8.1
795,3715,5.7,6,7.1,5.5,5.4,5.9,5.8,6.1
796,3772,8,-1,5,-1,6,8,8,7.1
797,3853,8.1,-1,8.8,7.9,7.9,8.2,7.8,8
798,3881,8,7.3,8,8.4,-1,8.2,-1,8.2
799,3890,8.2,8.4,8,9,7.8,8,7,7.9
800,3964,6.4,-1,6.2,7.1,6.4,6.8,5.8,6.3
801,4007,5.1,8.2,3.7,7.8,6,6.6,-1,5.9
802,4008,5,-1,7.1,-1,4.7,4.9,4,5.2
803,4097,5.1,-1,4.7,-1,4,4.5,4.3,5.1
804,4108,7.1,8,7.7,8,-1,8,-1,7.7
805,4417,6.8,-1,7.9,5.7,5.8,6,5.8,6.5
806,4475,8.7,7.1,9.7,8.6,8.8,8.8,8.8,9
807,4552,9.5,-1,8.9,9.4,-1,9.2,-1,9.2
808,4712,6.5,8,5.9,7.8,6.1,6.6,6.4,6.6
809,4772,8.5,8,8.6,8.6,7.9,8.6,7.8,8
810,4839,7.1,6.8,8,7.1,-1,7.1,-1,5.8
811,4872,8.6,-1,8.7,8.5,9,8.6,7.8,8.3
812,5141,7.1,-1,4.7,-1,6,7.3,6.3,6.5
813,5155,6.6,7.1,5.5,6.7,6,6.2,5.2,6
814,6110,7.2,6.5,7.9,7,-1,7.7,6.9,7.6
815,6194,6.8,5.3,6.9,6.4,-1,6.5,-1,6.9
816,6327,4,-1,6,-1,-1,6,2,5.2
817,6370,-1,-1,-1,-1,-1,-1,-1,6.9
818,6390,4.6,-1,7.1,-1,5,5.7,6.7,5.3
819,6631,8,8.7,8.4,8,-1,7.6,-1,8.1
820,6656,7.1,8.2,6.3,7.8,7.2,7.5,6.6,6.9
821,6677,7,6,8,6.1,7.1,6.4,6.4,7
822,6680,7.3,8,8.4,7.3,7.2,7.4,6.1,7.5
823,6724,8,7.3,8,8.4,-1,8.2,-1,8.2
824,6774,-1,-1,-1,-1,-1,-1,-1,5.4
825,6814,-1,-1,-1,-1,-1,-1,-1,-1
826,7075,-1,-1,-1,-1,-1,-1,-1,8.6
827,7527,7.7,-1,8,8,-1,7.4,-1,7.8
828,8195,8.1,8,8.4,8.2,-1,8.1,7.3,7.8
829,8207,7.4,10,6.9,7.5,-1,7.4,6.3,7.3
830,8226,-1,-1,-1,-1,-1,-1,-1,-1
831,8227,8.5,8,8.5,9,-1,8.5,-1,7
832,8228,6.1,-1,7.1,-1,7.6,7.9,6.3,6.9
833,8232,7.3,-1,5.3,-1,-1,6.3,5.5,6.1
834,8234,8.1,7.1,8.5,8.1,-1,7.7,-1,8.2
835,8238,7.4,-1,9.3,-1,-1,7.9,7.4,8.1
836,8240,7.7,8,8.3,7.7,-1,7.7,-1,7.6
837,8247,8,7.3,8,8.4,-1,8.2,-1,8.1
838,8252,-1,-1,-1,-1,-1,-1,-1,-1
839,8942,-1,-1,-1,-1,-1,-1,-1,8.6
840,8945,-1,-1,-1,-1,-1,-1,-1,8.3
841,8946,-1,-1,-1,-1,-1,-1,-1,8.7
842,8949,9.3,9.3,8,9.3,-1,9.3,-1,-1
843,8952,-1,-1,-1,-1,-1,-1,-1,8.5
844,8953,-1,-1,-1,-1,-1,-1,-1,9
845,9756,8.1,-1,7.4,-1,8.3,8.2,7.8,7.8
846,9866,9.1,6.7,8.5,8.7,9.5,8.7,8.8,8.9
847,21669,-1,-1,-1,-1,-1,-1,-1,6.9
848,21884,6.8,5.3,6.9,6.4,-1,6.5,-1,6.8
849,21959,7.3,-1,7.9,7.1,7.1,7.2,6.9,7.3
850,22095,9.4,-1,9.3,9.6,-1,9.4,9,9.3
851,22397,8,-1,9.8,8.7,-1,8.5,-1,8.5
852,22407,7.7,-1,8,8,8.1,7.8,7.4,7.9
853,22772,10,-1,10,10,-1,10,-1,-1
854,22796,8.7,8,8.4,10,-1,8.8,10,7.4
855,22876,9,9.3,7.8,8.9,-1,9.1,9,8.9
856,22905,-1,-1,-1,-1,-1,-1,-1,8.3
857,23200,-1,-1,-1,-1,-1,-1,-1,-1
858,23229,-1,-1,-1,-1,-1,-1,-1,6.7
859,23286,-1,-1,-1,-1,-1,-1,-1,10
860,23323,8.2,7.1,9.5,8.6,6.4,8.4,7.3,8.4
861,23382,8.6,7.1,9.5,8.6,-1,8.4,-1,8.9
862,23409,7.7,8,8.3,7.7,-1,7.7,-1,8.1
863,23508,8,-1,5,-1,6,8,8,7.1
864,23522,8.7,-1,6.9,-1,8.4,8.7,7.3,8.2
865,23593,8.1,7.1,8.5,8.1,-1,7.7,-1,8.4
866,23611,8.3,8,8.6,8,-1,8,-1,8.5
867,23671,8.8,8,8.5,8.9,-1,8.8,-1,8.5
868,23734,7.7,-1,8,8,8.1,7.8,7.4,7.8
869,23735,-1,-1,-1,-1,-1,-1,-1,-1
870,23780,-1,-1,-1,-1,-1,-1,-1,-1
871,29659,9.3,8.8,8.4,9,-1,8.8,9,8.6
872,29660,-1,-1,-1,-1,-1,-1,-1,7.8
873,29726,7.5,7.1,8.7,8.1,7.9,7.3,6.5,7.5
874,41360,9.5,-1,8.6,9.3,9.3,9.2,8.8,9.1
875,41361,8,8,7.4,7.7,-1,7.7,7.3,7.5
876,41362,9,-1,8.9,-1,-1,9.1,8.4,8.5
877,41363,8.6,-1,8.3,6.9,6.9,7.5,7.1,7.8
878,41364,8.9,8.2,8.9,8.9,-1,8.8,8.1,8.7
879,41365,8,-1,8,-1,-1,6,6,7.2
880,41367,9.1,8,7.4,8.9,8.9,8.8,8.3,8.5
881,41369,9.2,10,8.8,9.5,-1,9.4,8.6,8.5
882,41370,6.7,-1,8.1,5.7,-1,6.8,5.8,6.8
883,41372,7.4,-1,7.1,-1,-1,6.9,7.4,7.5
884,41373,8,-1,6.8,7.7,-1,8.1,7.3,7.7
885,41375,4.5,-1,4.8,-1,-1,6.1,4.4,5.1
886,41376,8.2,-1,7.3,8,8,8,8,7.9
887,41378,-1,-1,-1,-1,-1,-1,-1,-1
888,41379,6.5,-1,7.3,6.8,6.8,7.6,6.6,7.1
889,41380,9.3,-1,9.3,-1,-1,10,8,9.2
890,41382,8.8,-1,7.5,-1,-1,9,7.8,7.8
891,41383,5,-1,4,-1,-1,4,2,3.8
892,41384,8.1,-1,7.3,7.6,7.6,7.9,7.7,7.8
893,41386,8.6,9,8.2,8.2,-1,8.2,8.1,8.4
894,41388,6.7,8,7.3,7.1,-1,6.6,5.4,6.8
895,41390,7.8,-1,7.2,7,8.5,7.8,8.5,8.4
896,41391,6.8,-1,7,7.1,-1,5.7,-1,6.9
897,41392,6,-1,7.1,6.2,6.3,6,5.7,5.8
898,41393,8.4,-1,7.7,-1,8.5,9.4,8.6,8.6
899,41394,7.6,-1,7.2,5.6,-1,7.4,7.1,6.9
900,41395,8.2,-1,7.1,8.4,8.4,8.2,8.1,8.1
901,41396,8.1,8,8.4,8.2,-1,8.1,7.3,7.8
902,41397,8.7,8,8.7,8.7,-1,8.7,-1,7.7
903,41398,7.9,-1,7.7,9,-1,7.4,5,7.1
904,41400,8.3,-1,7.9,6.7,6.7,7.7,7.1,7.6
905,41402,-1,-1,-1,-1,-1,-1,-1,-1
906,41403,10,-1,10,-1,-1,10,10,10
907,41405,9,-1,9.6,9,9,9.2,8.9,9.1
908,41406,8.4,-1,7,8.8,-1,8.2,6.5,7.8
909,41411,8.6,-1,8,8.7,8.7,9,8.6,8.6
910,41412,8.4,-1,8,-1,-1,9.3,7.8,8.5
911,41413,8.6,-1,7.8,8.9,8.3,8.8,8.1,8.1
912,41414,5,-1,2.5,-1,5,-1,5,4.5
913,41415,7.8,-1,8,7.9,7.8,7.9,7.8,7.8
914,41416,8.5,-1,7.6,8.1,8.1,8.1,8.1,8
915,41417,8.6,-1,8.9,8.5,-1,8.4,8.4,8.5
916,41419,9.1,-1,7.1,8.8,8.8,8.4,8.4,8.3
917,41420,-1,-1,-1,-1,-1,-1,-1,-1
918,41422,4,-1,6,-1,-1,4,4,4.8
919,41424,-1,-1,-1,-1,-1,-1,-1,-1
920,41426,10,-1,8,-1,-1,10,8,9.2
921,41427,-1,-1,-1,-1,-1,-1,-1,-1
922,41428,6.8,-1,6.8,-1,-1,8.3,6.8,7.2
923,41434,7.5,-1,7.5,-1,7.5,7.5,7.5,7.5
924,41435,10,-1,7.5,-1,7.5,7.5,5,7.4
925,41437,9.4,-1,9.1,9.4,-1,9.6,-1,9.3
926,41438,10,-1,8.3,10,10,9.2,10,8.7
927,41439,7.1,-1,8.4,-1,7.2,7.3,6.1,6.9
928,41445,9.4,-1,8.8,8.1,8.1,9.4,9.4,8.5
929,41446,6.2,-1,6.9,8.8,-1,8.1,-1,7.6
930,41447,6.8,8,7.7,6.8,-1,7.3,-1,4.7
931,41449,-1,-1,-1,-1,-1,-1,-1,-1
932,41450,-1,-1,-1,-1,-1,-1,-1,-1
933,41451,8.3,-1,8.5,8.5,-1,8,-1,8.1
934,41452,7.5,-1,7.5,-1,7.5,7.5,7.5,7.5
935,41456,8.2,8,8.2,8.2,-1,7.7,-1,7.4
936,41457,8.4,-1,7.6,-1,-1,6.4,6.4,7.3
937,41459,8,7,8.5,8.1,-1,8,7.5,8.3
938,41460,8.8,8,8.7,9.1,-1,8.9,7.7,8
939,41462,-1,-1,-1,-1,-1,-1,-1,-1
940,41464,8,7.3,8,8.4,-1,8.2,-1,7.8
941,41466,7.2,8,7.8,8.1,-1,7.5,5.8,7.3
942,41467,9,-1,8.7,-1,-1,9.1,8.3,8.8
943,41471,7.9,-1,9.1,7.9,-1,7.7,-1,7.8
944,41473,-1,-1,-1,-1,-1,-1,-1,7.8
945,41475,8,7.3,8,8.4,-1,8.2,-1,7.5
946,41477,7.6,-1,7.5,7.7,7.7,7.5,7.2,7.7
947,41479,8.4,-1,7.2,-1,8.4,8.8,8.6,8.4
948,41481,8.5,-1,8.7,8.5,-1,8.3,-1,8.6
949,41482,-1,-1,-1,-1,-1,-1,-1,2
950,41486,8.4,7.3,8.2,8.3,-1,8.1,-1,7.2
951,41488,-1,-1,-1,-1,-1,-1,-1,10
952,41489,8.4,-1,7.2,-1,8.4,8.8,8.6,8.4
953,41492,-1,-1,-1,-1,-1,-1,-1,10
954,41494,8.6,-1,8.9,8.7,8.7,8.8,8.6,8.8
955,41496,-1,-1,-1,-1,-1,-1,-1,8.5
956,41500,8,7.3,8,8.4,-1,8.2,-1,8.2
957,41502,10,-1,10,10,-1,10,-1,9.3
958,41504,7.9,-1,9.1,7.9,7.9,8.2,7.7,8.3
959,41508,-1,-1,-1,-1,-1,-1,-1,10
960,41509,6,-1,8.3,6.5,6.5,6.6,6.1,6.8
961,41510,7.7,7,8,7.9,8.1,7.7,7.4,7.9
962,41512,8.9,-1,7.8,8.7,8.8,8.7,8.6,8.6
963,41514,9.2,-1,8.8,9,9,9.3,8.8,9.2
964,41516,8.6,-1,9.6,8.3,8.3,8.7,8,8.6
965,41519,-1,-1,-1,-1,-1,-1,-1,-1
966,41521,9.6,-1,9.7,9.5,9.5,9.6,9.6,9.4
967,41523,8.5,-1,8.9,8.7,8.3,8.8,8.2,8.8
968,41533,-1,-1,-1,-1,-1,-1,-1,10
969,41538,-1,-1,-1,-1,-1,-1,-1,-1
970,41539,-1,-1,-1,-1,-1,-1,-1,-1
971,41540,8.1,7.1,8.5,8.1,-1,7.7,-1,8.2
972,41545,7.1,-1,8.4,-1,7.2,7.3,6.1,6.9
973,41547,-1,-1,-1,-1,-1,-1,-1,-1
974,41550,8,7.3,8,8.4,-1,8.2,-1,8.2
975,41554,7.8,-1,8.7,10,8.1,8.8,7.4,7.9
976,44243,8.6,-1,8.7,8.5,6.9,8.2,7.1,8.2
977,44246,-1,-1,-1,-1,-1,-1,-1,-1
978,44247,9.1,9.3,8,8.9,-1,8.7,8.8,8.9
979,44248,8,7.3,8,8.4,-1,8.2,-1,8.1
980,44249,7.7,8,8.3,7.3,-1,7.7,-1,8.3
981,44250,8.5,8,8.6,8.6,7.9,8.6,7.8,8
982,44251,8,10,9,8,-1,8,-1,-1
983,44252,8,7.3,8,8.4,-1,8.2,-1,8.1
984,44253,7.7,-1,8,8,8.1,7.8,7.4,7.9
985,44255,4,-1,6,-1,-1,6,2,5.2
986,44759,8.8,8,8.1,8.4,8.4,8.4,8.6,8.5
987,44760,7.6,-1,7.4,-1,6.9,8.9,7.9,7.8
988,44763,8.5,8,8.8,8.4,-1,8.4,-1,8.5
989,44764,10,-1,10,10,-1,10,-1,6
990,44766,-1,-1,-1,-1,-1,-1,-1,6.9
991,44767,-1,-1,-1,-1,-1,-1,-1,-1
992,44966,-1,-1,-1,-1,-1,-1,-1,-1
993,44967,-1,-1,-1,-1,-1,-1,-1,6.9
994,45000,10,8,8,10,-1,10,-1,6
995,45097,10,-1,10,-1,-1,10,8,9.6
996,45156,-1,-1,-1,-1,-1,-1,-1,2
997,45340,8.8,-1,9.2,8.8,-1,8.6,7.4,8.5
998,45582,9.7,-1,8.9,-1,-1,9.4,9.1,9.1
999,45938,-1,-1,-1,-1,-1,-1,-1,2
1000,46034,7.1,-1,6.7,-1,-1,6.7,5.8,6.7
1001,46109,8.3,8,8.6,8,-1,8,-1,8.5
1002,46180,8.4,-1,8.8,-1,-1,8.3,7.8,8.2
1003,46224,-1,-1,-1,-1,-1,-1,-1,-1
1004,46301,-1,-1,-1,-1,-1,-1,-1,9
1005,46305,-1,-1,-1,-1,-1,-1,-1,9
1006,46359,-1,-1,-1,-1,-1,-1,-1,-1
1007,46369,10,-1,10,-1,10,10,10,9.7
1008,46396,-1,-1,-1,-1,-1,-1,-1,8.7
1009,46447,-1,-1,-1,-1,-1,-1,-1,-1
1010,46520,7,-1,7,-1,-1,6,5,6
1011,46540,8.6,-1,8.3,8.3,-1,8,-1,8.4
1012,46600,-1,-1,-1,-1,-1,-1,-1,9.3
1013,46604,6,-1,6,6,-1,6,-1,5.2
1014,46622,8,7.3,8,8.4,-1,8.2,-1,9.1
1015,46653,10,-1,9,-1,-1,10,9,9.6
1016,46753,-1,-1,-1,-1,-1,-1,-1,-1
1017,46782,7.7,-1,9.4,-1,6.4,8.4,7.3,8.2
1018,46783,8.9,-1,8.8,9.7,-1,9.2,7.7,8.8
1019,46873,-1,-1,-1,-1,-1,-1,-1,8
1020,46880,10,8,9,9,-1,9,-1,8.6
1021,46905,-1,-1,-1,-1,-1,-1,-1,4
1022,47014,-1,-1,-1,-1,-1,-1,-1,-1
1023,47128,10,-1,10,10,-1,10,-1,7
1024,47135,9.4,-1,9.4,9.4,-1,10,-1,9.5
1025,47192,7.7,7.3,8.5,8.4,7.5,8.4,7.3,8
1026,47198,7.4,-1,8.4,-1,8.2,8.1,6.7,7.8
1027,47211,10,10,10,10,-1,10,-1,-1
1028,47253,9.3,-1,8,-1,-1,8.7,8,8.4
1029,47257,8.3,7.6,8.4,8.2,-1,8.1,-1,7.9
1030,47272,9.1,-1,9.2,9.3,8.9,9.2,8.8,8.8
1031,47308,8.4,8,8,8,-1,8,-1,9.3
1032,47310,8,-1,8,-1,-1,8,6,6.5
1033,47411,-1,-1,-1,-1,-1,-1,-1,8.7
1034,47429,8,7.3,8,8.4,-1,8.2,-1,9.1
1035,47488,9.3,8,8.8,8.7,-1,9.1,10,9.1
1036,47540,8.8,-1,7.5,-1,8.8,10,8.8,8.7
1037,47541,8.6,-1,7.7,9,-1,8.2,7.8,8.2
1038,1132,7.2,-1,8.1,-1,7.8,7.2,6.7,7.2
1039,4368,7.5,-1,8.2,-1,7.4,7.6,6.8,7.5
1040,4691,7.6,6,7.6,8.7,6.7,7.4,6.6,6.7
1041,7693,8.4,7.5,8.2,8.3,-1,8.2,-1,8.5
1042,22785,8.9,8.4,8.8,8.8,-1,9,8.9,8.6
1043,23506,8.3,8,8.9,10,6.8,8.3,7.5,8.1
1044,42838,9.1,8,8.8,8.7,-1,9.2,8.8,8.7
1045,42840,7.5,8,8.1,8.1,-1,7.2,6,7.3
1046,42842,6.4,-1,7.1,5,-1,6,6,6.4
1047,42844,7,-1,8,-1,-1,7,7,7.1
1048,42847,8,7.5,8.1,8.5,-1,7.9,6.9,7.8
1049,42848,8.5,-1,8.4,-1,8.1,8.9,7.8,8.4
1050,42850,8.1,7.7,8.5,8.4,8.3,8.4,7.9,8.3
