,hotel_id,clean_score,meal_score,location_score,sleep_score,room_score,service_score,facility_score,overall_score
1051,42851,6.5,-1,7.6,6.5,-1,6.2,-1,6.5
1052,42852,8.2,8,8,8,-1,8,-1,8
1053,42854,8.6,-1,8.3,-1,8.8,9.3,8.5,8.7
1054,42855,7.8,-1,8.1,8.1,8.1,8.1,7.5,8.1
1055,42859,9.3,-1,9.4,-1,9.6,9.5,9.2,9.4
1056,42862,8,-1,10,-1,-1,10,10,9.6
1057,46416,9,-1,8.6,8.8,8.8,9,8.8,8.9
1058,46874,8,8,9,8,-1,8,-1,-1
1059,46888,8.8,-1,9,-1,8.8,8.9,8.2,8.7
1060,47250,9.8,8,8.3,9.4,-1,5.6,10,7.7
1061,187,8.2,7.7,8.5,8,-1,7.9,-1,7.8
1062,356,7.4,7.5,7.3,8.3,4.7,7.1,5,6.9
1063,580,7.6,-1,8.3,8,7.2,7.3,6.3,6.9
1064,861,7.9,6,6.8,6,8.9,7.9,8.5,8.4
1065,983,6.8,7.4,7.6,8.9,6.4,6.9,5.3,6.9
1066,1090,7,-1,7,-1,7.7,6.8,6,6.7
1067,1152,7.4,7.5,7.6,8,6.8,7.6,6.8,7.1
1068,1309,7.2,-1,8.3,8.1,6.2,7.3,6.1,7.5
1069,1620,8,8,7.4,7.7,-1,8,-1,8.2
1070,1952,8,7.5,8.3,8.2,-1,7.8,-1,7.5
1071,2302,8.4,8.4,9,8.9,8.4,8.6,7.7,8.5
1072,2795,4.2,-1,5.3,-1,5,5.3,4.2,4.8
1073,3018,6.5,6.7,8,7.9,5.9,6.8,5.8,6.9
1074,3124,5.3,-1,7.3,-1,3,6.3,5.6,6.8
1075,3425,7.1,7.4,8.8,8.1,6.4,7,6.1,7.5
1076,3538,8.8,-1,9.6,9,9,9,8.6,9.1
1077,3797,6.6,8.4,7.8,8.1,6,6.3,5.1,6.8
1078,5471,4.8,4,6.8,4.8,-1,5.6,-1,5.8
1079,6083,7.3,-1,8.1,-1,-1,8,6.6,7.2
1080,6168,8.1,4,8,4.8,9.3,8.3,8.6,8
1081,6481,6.9,-1,8,-1,7.2,7,6.3,6.9
1082,8782,-1,-1,-1,-1,-1,-1,-1,-1
1083,9421,6.3,8.4,8,8.9,5,7.9,5,7.3
1084,22000,7.9,8.2,7.5,8.8,-1,8.5,7.3,7.9
1085,22035,9,-1,8.9,-1,8.9,9.2,8.8,8.9
1086,22054,7.7,6,9.2,6.6,-1,7,6,7.8
1087,22421,7.8,8.7,8.3,8.5,-1,8.3,7,8.1
1088,22665,8.9,-1,8.2,-1,8.9,9.3,8.6,8.7
1089,22822,8,-1,8.8,-1,8.2,9.1,7.8,8.4
1090,23126,8.6,7.7,7.9,9,-1,8.3,8.1,8.2
1091,29450,9.7,8,9.6,8.3,-1,9.5,10,9.4
1092,29453,9,8.4,9.1,8.9,8.9,9.1,8.6,8.7
1093,29464,8.3,8,8.6,8.7,7.9,8.5,7.4,8.3
1094,29467,9.1,-1,8.4,-1,-1,8.3,7.7,8.5
1095,29468,8.6,7.4,8.2,8.7,-1,8.4,8.2,8.4
1096,29485,7.9,-1,7.9,-1,8.3,8.8,8.3,8.3
1097,29501,8.8,8.5,8,9,-1,8.8,8,8.5
1098,29511,6,-1,5.3,-1,-1,6.7,5.3,5.7
1099,29515,8.9,8,8.9,8.7,-1,8.6,-1,8.8
1100,29521,8.5,8.2,8.7,8.8,7.7,7.6,7.8,8.2
1101,29531,7.9,7.8,8.2,8.3,-1,7.7,7.2,7.9
1102,29723,9.1,-1,8.7,-1,9.1,9.5,8.1,8.9
1103,29728,7.7,8.2,8.8,8.5,-1,7.1,6.2,7.2
1104,29736,9.6,-1,8.8,-1,-1,9.2,8,9.1
1105,29737,8.7,8.2,8.2,8.7,-1,8.6,7.6,8.5
1106,41555,8.3,7.8,7.9,8.6,-1,7.9,7.5,8
1107,41556,8.8,8.5,8.2,8.9,-1,8.5,8.1,8.4
1108,41557,8.5,-1,8.1,-1,-1,8.6,7.8,8.3
1109,41559,7.8,7.9,8.2,8.4,-1,7.9,6.8,7.9
1110,41560,8.8,8.5,8,9,-1,8.8,8,8.6
1111,41561,7.9,7.8,8.2,8.3,-1,7.7,7.2,7.9
1112,41562,9.6,7.8,7.8,8.3,-1,9.4,10,8.9
1113,41564,8.3,7.7,8.6,7.5,-1,7.9,7.6,8.1
1114,41565,8.7,8.4,8.5,8.7,-1,8.6,7.6,8.3
1115,41566,7.9,8.2,7.5,8.8,-1,8.5,7.3,7.9
1116,41568,7.8,-1,8,-1,-1,7.8,7.2,7.7
1117,41569,7.3,-1,8.1,-1,-1,8,6.6,7.5
1118,41570,9.1,8.4,9.4,9.2,-1,9.4,8.1,8.2
1119,41571,6.4,6.6,7,7,-1,7,5.9,6.7
1120,41572,7.9,7.3,8.3,8,-1,8.1,8,8.2
1121,41573,7.9,4,8.5,8,-1,7.3,6.7,7.4
1122,41574,8.7,-1,8.8,-1,-1,8.4,7.8,8.9
1123,41575,8.5,8.3,8.7,9.1,-1,8.7,7.3,8.3
1124,41576,9.3,-1,9.6,-1,9.2,9.3,8.8,9.2
1125,41579,7.8,-1,8.4,-1,7.8,8.4,7.2,7.9
1126,41580,9.6,7.8,8.4,8.3,10,9.4,10,9.3
1127,41581,7.8,8,7.8,9,-1,8.1,7.6,7.4
1128,41583,9.1,7.6,9.4,9,-1,9.2,8.4,9.1
1129,41584,8.8,8,8.8,8.8,-1,8.8,-1,7.9
1130,41585,9,8,8.8,8.9,-1,8.8,8,8.6
1131,41586,8.6,8,7.6,8.8,-1,8,7.8,8.1
1132,41587,7.5,6.7,8,7.6,-1,7.2,6.1,7.4
1133,41588,8.3,8.1,8.4,8.7,-1,8.3,7.5,8.1
1134,41589,9.2,-1,8.4,7,-1,8.7,8.7,9.3
1135,41592,-1,-1,-1,-1,-1,-1,-1,10
1136,41593,9.5,-1,9.3,-1,-1,9.7,9.2,9.6
1137,41594,10,-1,10,-1,-1,10,10,9.4
1138,41595,8.4,8,7.4,8.3,8.2,8.7,7.8,8
1139,41596,7.8,8,8.4,8,-1,7.9,6.3,7.8
1140,41598,8.2,10,5.2,8.5,-1,7.4,6.8,7.2
1141,41599,9.3,-1,8.8,-1,8.9,9.2,8.3,8.8
1142,41600,-1,-1,-1,-1,-1,-1,-1,-1
1143,41604,10,-1,10,-1,10,10,10,10
1144,41606,10,-1,10,-1,-1,10,2,8.4
1145,41607,9.5,-1,8.6,-1,9,9.3,8.8,9.1
1146,41608,9.4,-1,8.9,-1,9.2,9.3,8.9,8.1
1147,41609,-1,-1,-1,-1,-1,-1,-1,-1
1148,41610,8.1,-1,8.2,-1,8.1,8.2,8,8.2
1149,41611,8.4,-1,9.4,-1,8.5,8.8,8.1,8.6
1150,41613,8,7.5,8.2,7.9,-1,7.7,7.5,7.9
1151,41614,8.3,-1,9.4,8.3,8.3,8.8,8.3,8.7
1152,41615,-1,-1,-1,-1,-1,-1,-1,-1
1153,41616,9.4,-1,9.3,-1,-1,9.6,9,9.1
1154,41618,-1,-1,-1,-1,-1,-1,-1,-1
1155,41619,8.5,-1,9.5,-1,9,9.8,8.7,9.2
1156,41620,7.5,-1,7.5,-1,7.5,10,7.5,7.8
1157,41621,7.6,6,8.1,7.2,-1,8,7,7.7
1158,41624,6,-1,6,-1,-1,8,6,6.4
1159,41625,7.6,-1,7.3,-1,7.6,8.7,7.1,7.7
1160,41626,8.4,-1,7.9,-1,8.2,8.5,8,8.3
1161,41629,8.2,-1,8.7,-1,7.7,8.9,8,8.3
1162,41630,9.3,8.5,8.4,8.9,-1,8.8,-1,8.5
1163,41631,7,-1,6,7,-1,5,7,7.6
1164,41632,9.4,-1,8.1,9.4,9.4,9.7,9.4,9.6
1165,41636,8.3,-1,8.1,-1,8,8.6,8,8.1
1166,41637,8.7,-1,8.6,-1,8.6,9.5,8.3,8.8
1167,41638,7.9,-1,7.8,-1,7.9,8.1,7.2,7.7
1168,41640,8.8,-1,8.9,-1,8.9,9,8.6,8.8
1169,41642,-1,-1,-1,-1,-1,-1,-1,-1
1170,41643,9.4,-1,9.1,-1,9.3,9.7,8.9,9.3
1171,41644,7.2,-1,7.5,-1,7.5,7.5,7.2,7.4
1172,41645,7.3,7.3,7.3,7.8,-1,7.9,4,6.9
1173,41646,8.5,-1,9,-1,9.3,8.3,8.3,8.6
1174,41647,8.9,-1,8.2,-1,8.9,9.3,8.6,8.7
1175,41648,8.8,-1,7.6,-1,8.5,9.1,8.5,8.6
1176,41649,8.5,-1,7.9,7.6,7.6,8.4,7.8,8.2
1177,41650,7.3,7,8,7.3,-1,7.3,-1,10
1178,41651,8.3,-1,8.7,-1,7.9,8.6,7.5,8.2
1179,41652,9.6,-1,10,-1,9.6,10,9.2,9.6
1180,41653,8.9,-1,8.4,-1,8.5,9,8.3,8.7
1181,41654,9,8,8,9.3,8.3,8.9,8.2,8.3
1182,41655,5,-1,5.8,-1,8.8,7.5,5.8,6.2
1183,41657,10,-1,10,-1,10,10,10,10
1184,41658,-1,-1,-1,-1,-1,-1,-1,-1
1185,41659,-1,-1,-1,-1,-1,-1,-1,-1
1186,41660,-1,-1,-1,-1,-1,-1,-1,8.2
1187,41661,8.4,8,8.1,8.9,-1,9.4,6,8.2
1188,41664,3.3,-1,3.3,-1,3.3,3.3,3.3,3.1
1189,41665,9.4,-1,8.2,-1,9.4,9.6,9.1,9.2
1190,41667,9.4,-1,8.1,-1,9.2,8.9,8.9,8.9
1191,41668,9.2,-1,9.4,-1,9.5,9.6,8.7,9.3
1192,41670,9,8,7.7,9,9.3,8.6,8.5,8.6
1193,41672,9.4,-1,9.3,-1,9.9,9.7,8.9,9.5
1194,41673,7.5,-1,8.3,-1,7.5,8.3,7.5,7.8
1195,41675,8.5,-1,9.2,8.7,-1,8.6,-1,8.8
1196,41677,6.3,-1,7.5,-1,7.5,8.1,7.5,7.4
1197,41678,8.9,8.4,9,9.2,-1,8.7,7.8,7.9
1198,41679,7.3,-1,7.8,8,5.5,7.7,5,7.1
1199,41680,9.7,8,9.4,9.3,-1,9.6,9.2,9.4
1200,41681,-1,-1,-1,-1,-1,-1,-1,-1
1201,41682,-1,-1,-1,-1,-1,-1,-1,-1
1202,41686,10,-1,10,-1,10,10,10,10
1203,41688,5.7,-1,5.4,-1,6.1,6.1,6.1,5.7
1204,41689,10,-1,10,-1,-1,10,10,10
1205,41690,8.3,8,8.2,9.3,8.6,9,8.2,8.4
1206,41691,8.9,-1,8.1,7,9.3,8.4,8.4,9
1207,41697,8.6,7.7,8.8,8.5,-1,8.2,-1,7.6
1208,41699,9.4,-1,10,-1,9.4,9.2,9.4,9.4
1209,41700,8.3,-1,10,-1,7.5,10,7.5,8.6
1210,41701,8.3,-1,8.3,-1,-1,9,8.7,8.7
1211,41702,10,-1,9.5,-1,10,10,10,9.8
1212,41703,8.5,-1,9.2,8.7,-1,8.6,-1,8.8
1213,41706,7.8,7.3,7.8,7.8,-1,7.8,-1,8.2
1214,41708,-1,-1,-1,-1,-1,-1,-1,-1
1215,41709,8.8,-1,7.5,-1,8.8,8.8,7.5,8.2
1216,41710,8.3,-1,8.3,-1,-1,9,8.7,8.7
1217,41712,9.6,-1,9.3,-1,9.6,9.6,9.6,9.5
1218,41717,9.6,-1,9.4,-1,9.3,9.6,9.2,9.4
1219,41718,-1,-1,-1,-1,-1,-1,-1,-1
1220,41721,8.3,-1,8.3,-1,-1,9,8.7,8.7
1221,41722,9.3,-1,8,-1,-1,10,9.3,9.1
1222,41723,2,-1,2,-1,-1,4,2,2.4
1223,41724,9.2,-1,8.8,-1,9.2,9.8,8.9,9.2
1224,41726,7.5,-1,8.7,8.8,-1,7.4,7.3,7.9
1225,41727,10,-1,8,-1,-1,10,10,9.2
1226,41728,8.3,-1,8.3,-1,-1,9,8.7,8.7
1227,41730,10,-1,8,-1,-1,10,10,9.2
1228,41732,-1,-1,-1,-1,-1,-1,-1,-1
1229,41733,7,8,7,8,-1,6,-1,-1
1230,41735,-1,-1,-1,-1,-1,-1,-1,8
1231,41738,10,-1,10,-1,10,5,7.5,8.8
1232,41741,10,-1,8.2,-1,9.6,9.6,10,9.5
1233,41742,9.3,-1,8.8,-1,8.9,9.2,8.3,8.8
1234,41743,3.3,-1,3.3,-1,3.3,3.3,3.3,3.1
1235,41744,-1,-1,-1,-1,-1,-1,-1,-1
1236,41747,6,-1,4,-1,-1,2,4,4.4
1237,41748,8,-1,7,7,-1,7,-1,-1
1238,41749,9.3,-1,7.9,7,10,9,9.2,9.6
1239,41754,7.7,-1,8.2,4,8.5,8.2,8.6,8.8
1240,41755,7.7,-1,8,-1,7.7,8.1,7.3,7.8
1241,41756,10,8,8,10,-1,10,-1,-1
1242,41760,9.3,-1,7.9,7,10,9,9.2,9.6
1243,41761,9.1,-1,8.7,-1,9.1,9.5,8.1,8.9
1244,41764,8,-1,9,-1,-1,7,7,7.4
1245,41765,8.9,-1,8.1,7,9.3,8.4,8.4,9
1246,41767,6.7,8,7.3,6.7,-1,6,-1,6.4
1247,41770,8.8,-1,7.6,-1,8.5,9.1,8.5,8.6
1248,41772,-1,-1,-1,-1,-1,-1,-1,-1
1249,41774,-1,-1,-1,-1,-1,-1,-1,-1
1250,41776,7.5,-1,7.2,-1,7.8,8.1,6.4,7.2
1251,41777,8.3,-1,7.9,-1,8.3,8.8,7.9,8.3
1252,41778,7.8,8,7.8,9,-1,8.1,7.6,7.4
1253,41779,5.4,8.3,6.6,8.6,-1,6.8,2,5.5
1254,41780,9,8,9,9,-1,8,-1,-1
1255,41781,8.4,-1,9,-1,8.6,9.3,7.8,8.6
1256,41785,8,-1,7,7,-1,7,-1,-1
1257,41787,-1,-1,-1,-1,-1,-1,-1,-1
1258,41789,-1,-1,-1,-1,-1,-1,-1,-1
1259,41790,10,-1,8,-1,-1,10,10,9.2
1260,41791,8.2,8.4,8.9,8.8,-1,7.6,6.9,8.2
1261,41792,-1,-1,-1,-1,-1,-1,-1,-1
1262,44260,9.3,7,9.6,8.8,-1,9.1,8.7,9.1
1263,44262,-1,-1,-1,-1,-1,-1,-1,-1
1264,44263,-1,-1,-1,-1,-1,-1,-1,-1
1265,44265,9.2,-1,8.4,7,-1,8.7,8.7,9.3
1266,44266,10,-1,7.5,-1,10,10,10,9.4
1267,44267,10,-1,10,-1,10,5,7.5,8.8
1268,44771,9.6,7.8,7.8,8.3,-1,9.4,10,8.7
1269,44772,8.3,-1,8.3,-1,-1,9,8.7,8.7
1270,44773,-1,-1,-1,-1,-1,-1,-1,-1
1271,44972,-1,-1,-1,-1,-1,-1,-1,-1
1272,45102,8.7,7.3,8.4,7.5,-1,8.7,8.9,9.1
1273,45291,9.1,-1,8.7,-1,9.1,9.5,8.1,8.9
1274,45553,6,6,6,6,-1,6,-1,-1
1275,45627,7.6,7.4,8.4,8,-1,7.4,6.7,7.5
1276,45775,-1,-1,-1,-1,-1,-1,-1,8
1277,45871,-1,-1,-1,-1,-1,-1,-1,-1
1278,45903,-1,-1,-1,-1,-1,-1,-1,8
1279,46095,9.4,-1,8.1,-1,9.2,8.9,8.9,8.9
1280,46118,9,8,9.2,9,-1,9,-1,8.7
1281,46241,8,-1,8.5,-1,7.5,7,7.5,7.7
1282,46346,9.7,-1,10,-1,-1,9.7,9.3,9.7
1283,46349,-1,-1,-1,-1,-1,-1,-1,-1
1284,46555,9.3,-1,9.3,8,8.8,9.3,8.1,9.1
1285,46562,10,-1,9.7,10,-1,9.7,2,8.4
1286,46597,-1,-1,-1,-1,-1,-1,-1,-1
1287,46758,7,10,4,6,-1,8,-1,8.4
1288,46887,9.1,-1,8.1,-1,8.9,9.3,8.8,8.9
1289,46926,-1,-1,-1,-1,-1,-1,-1,-1
1290,47090,8.9,8,8.9,8.8,-1,9.6,8,9
1291,47150,9.1,-1,9.1,-1,-1,9.3,8.3,8.9
1292,47179,9,8,9,9,-1,8,-1,-1
1293,47391,-1,-1,-1,-1,-1,-1,-1,-1
1294,47480,7.3,7.4,7.2,8.7,7.1,7.5,6.2,7.4
1295,47574,-1,-1,-1,-1,-1,-1,-1,-1
1296,825,8.7,-1,8.8,-1,8.7,8.9,8.1,8.6
1297,939,4,-1,10,4,-1,4,-1,-1
1298,2758,4,-1,10,4,-1,4,-1,-1
1299,4385,5.3,-1,8.7,-1,5.4,6.9,6,6.6
1300,4932,9.2,8,8.4,8.8,-1,9.2,-1,9.1
1301,5368,8.9,7.8,9,8.7,-1,8.4,-1,8.7
1302,7977,8.3,7,7.9,8.1,-1,8.2,-1,7.8
1303,22082,10,-1,10,-1,-1,10,10,10
1304,22628,-1,-1,-1,-1,-1,-1,-1,-1
1305,23220,6.8,-1,7.8,6.8,-1,6.2,-1,7.6
1306,42678,8.9,8.3,8.8,8.9,-1,8.8,-1,8.3
1307,42684,9,-1,7.9,8.8,8.8,9,8.7,8.6
1308,42687,7.7,8.2,7.3,8.8,7.2,7.8,6.8,7.7
1309,44794,6.8,-1,7.8,6.8,-1,6.2,-1,7.6
1310,45548,5.6,8,7.7,6.4,5.6,6.6,5.6,6.4
1311,45601,8.3,7,7.9,8.1,-1,8.2,-1,7.8
1312,46023,8.1,-1,7.9,8.4,8.4,7.3,7.2,7.6
1313,46807,-1,-1,-1,-1,-1,-1,-1,-1
1314,47142,10,-1,8,10,-1,8,-1,-1
1315,82,7.3,6,8.7,7.3,-1,7.3,-1,-1
1316,630,-1,-1,-1,-1,-1,-1,-1,8.2
1317,1182,8.7,8,8.7,8.6,-1,8.2,-1,8.6
1318,1271,8,7.3,8.4,8,-1,8.2,-1,8.3
1319,1360,7.3,6,8,7.3,-1,7.3,-1,7.5
1320,1432,6,6.7,8,6,-1,6,-1,-1
1321,2899,6.7,7.2,6.9,6.8,-1,6.4,-1,7.2
1322,4615,9,8,8.5,9,-1,8.5,-1,8.8
1323,4938,8.1,8,8.4,8.7,7.1,8,7.2,7.9
1324,6251,8.8,-1,7.8,-1,-1,8.8,8.3,7.9
1325,6642,8.6,8.2,8.3,8.3,-1,8,-1,8.2
1326,9491,8.9,-1,9.2,8,-1,8.9,10,8.9
1327,9836,-1,-1,-1,-1,-1,-1,-1,8
1328,21746,-1,-1,-1,-1,-1,-1,-1,-1
1329,21903,9.4,8.6,9.3,9.6,-1,9.3,-1,8.6
1330,22157,8.7,8.4,8.6,8.2,-1,8,-1,8.4
1331,22214,8,6,8,8,-1,7.5,-1,7.5
1332,22221,8,6,9,8,-1,8,-1,5.6
1333,22254,8.4,-1,8,-1,-1,7.6,7.8,8
1334,22286,8.1,8.2,8.3,8,-1,7.8,7.7,7.4
1335,22653,9,-1,9,-1,-1,9,9,9
1336,22812,7.9,8,6.9,8.4,-1,7.5,6.9,7.3
1337,22859,9,8,8.9,8.8,-1,8.9,8.8,8.7
1338,22973,9.3,7.3,9.4,8.3,-1,9.4,10,9.5
1339,23146,8.3,8.6,8.7,8.8,-1,8.1,7.5,8.3
1340,42644,8.6,8.3,8.5,8.5,-1,8.4,-1,8.7
1341,42647,7.8,7.5,7.4,7.6,-1,7.4,-1,6
1342,42648,6.7,-1,7.4,6.6,6.6,7.4,6.8,7
1343,42655,9.1,-1,8.1,9.3,-1,9.1,8.9,8.8
1344,42659,8.7,8,8.7,8.6,-1,8.2,-1,8.6
1345,42663,8.7,8,8.7,8.6,-1,8.2,-1,8.6
1346,42664,6.7,7.6,6.8,7.1,-1,5.9,4,6.6
1347,42665,7.6,6,7.2,7.6,-1,7.6,-1,7.8
1348,42667,7.6,6,7.2,7.6,-1,7.6,-1,7.8
1349,42670,7.6,6,7.2,7.6,-1,7.6,-1,7.8
1350,42674,-1,-1,-1,-1,-1,-1,-1,8.5
1351,42676,-1,-1,-1,-1,-1,-1,-1,6.7
1352,43245,9.2,-1,9.3,9.1,-1,8.7,-1,9.2
1353,44307,8,-1,8,-1,-1,6,6,5.9
1354,44309,7,-1,7,7,6.9,6.7,6.3,7.2
1355,46051,8.7,8,8,8.7,-1,8.7,-1,8.7
1356,46075,8.6,7.8,8.2,8.4,-1,8.4,-1,8.8
1357,46862,-1,-1,-1,-1,-1,-1,-1,-1
1358,42225,-1,-1,-1,-1,-1,-1,-1,-1
1359,42226,9.7,-1,9.6,9.8,-1,9.7,-1,9.7
1360,42227,8,-1,10,-1,-1,10,8,8.8
1361,42229,-1,-1,-1,-1,-1,-1,-1,-1
1362,42231,9.7,-1,9.6,9.8,-1,9.7,-1,9.7
1363,42236,9.7,-1,9.6,9.8,-1,9.7,-1,9.7
1364,42252,-1,-1,-1,-1,-1,-1,-1,-1
1365,42253,-1,-1,-1,-1,-1,-1,-1,-1
1366,43168,-1,-1,-1,-1,-1,-1,-1,-1
1367,44283,-1,-1,-1,-1,-1,-1,-1,-1
1368,46494,-1,-1,-1,-1,-1,-1,-1,-1
1369,8003,8.3,8,8.7,8.3,-1,8,-1,8.7
1370,8008,8.3,8,8.7,8.3,-1,8,-1,8.7
1371,21609,7.5,-1,9.2,-1,8.3,10,8.3,8.8
1372,22045,9,-1,9.4,8.8,-1,8.6,-1,9.1
1373,22835,-1,-1,-1,-1,-1,-1,-1,-1
1374,23252,9.7,-1,9.7,-1,9.4,9.7,9.4,9.5
1375,43009,10,-1,10,-1,10,10,10,10
1376,43010,8.9,-1,9.3,9.1,9.1,9.1,8.8,9
1377,43011,8.3,8,8.7,8.3,-1,8,-1,8.7
1378,43012,8.5,-1,9,8.3,8.3,8.8,8.1,8.7
1379,43013,9,8,9.5,9,-1,8,-1,8.6
1380,43017,8.5,-1,9.5,8.8,8.8,9,8.4,8.9
1381,43018,8.3,8,8.7,8.3,-1,8,-1,8.7
1382,43019,7,6,9,4,-1,5,-1,-1
1383,43021,8.6,-1,9.3,7.7,7.7,8.2,7.6,8.6
1384,43022,10,10,8,10,-1,8,-1,-1
1385,43026,9.7,-1,9.7,-1,9.4,9.7,9.4,9.5
1386,43031,-1,-1,-1,-1,-1,-1,-1,-1
1387,43032,7,6,9,4,-1,5,-1,-1
1388,46002,8,8,8,8,-1,8,-1,10
